"zvit_date","registration_area","priority_hosp_area","edrpou_hosp","legal_entity_name_hosp","legal_entity_lat","legal_entity_lng","person_gender","person_age_group","add_conditions","new_susp","new_confirm","active_confirm","new_death","new_recover"
"2020-04-11","Запорізька","Запорізька","05498720","КНП ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ`ЄДНАННЯ БАГАТОПРОФІЛЬНА ЛІКАРНЯ ІНТЕНСИВНИХ МЕТОДІВ ЛІКУВАННЯ ТА ШВИДКОЇ МЕДИЧНОЇ ДОПОМОГИ МЕЛІТОПОЛЬСЬКОЇ МІСЬКОЇ РАДИ ЗАПОРІЗЬКОЇ ОБЛАСТІ","46.86580902","35.39582833","Чоловіча","40-64","Так","0","0","1","0","0"
"2020-04-11","Запорізька","Запорізька","05498720","КНП ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ`ЄДНАННЯ БАГАТОПРОФІЛЬНА ЛІКАРНЯ ІНТЕНСИВНИХ МЕТОДІВ ЛІКУВАННЯ ТА ШВИДКОЇ МЕДИЧНОЇ ДОПОМОГИ МЕЛІТОПОЛЬСЬКОЇ МІСЬКОЇ РАДИ ЗАПОРІЗЬКОЇ ОБЛАСТІ","46.86580902","35.39582833","Чоловіча","65+","Ні","0","0","1","0","0"
"2020-04-11","Запорізька","Запорізька","05498720","КНП ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ`ЄДНАННЯ БАГАТОПРОФІЛЬНА ЛІКАРНЯ ІНТЕНСИВНИХ МЕТОДІВ ЛІКУВАННЯ ТА ШВИДКОЇ МЕДИЧНОЇ ДОПОМОГИ МЕЛІТОПОЛЬСЬКОЇ МІСЬКОЇ РАДИ ЗАПОРІЗЬКОЇ ОБЛАСТІ","46.86580902","35.39582833","Чоловіча","65+","Так","1","0","0","0","0"
"2020-04-11","Запорізька","Запорізька","05498849","КНП ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","47.83937389","35.1117233","Жіноча","40-64","Ні","1","0","1","0","0"
"2020-04-11","Запорізька","Запорізька","05498849","КНП ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","47.83937389","35.1117233","Жіноча","40-64","Так","0","0","1","0","0"
"2020-04-11","Запорізька","Запорізька","05498849","КНП ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","47.83937389","35.1117233","Жіноча","65+","Так","0","0","1","0","0"
"2020-04-11","Запорізька","Запорізька","05498849","КНП ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","47.83937389","35.1117233","Чоловіча","06-17","Так","1","0","1","0","0"
"2020-04-11","Запорізька","Запорізька","05498849","КНП ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","47.83937389","35.1117233","Чоловіча","40-64","Ні","0","0","3","0","0"
"2020-04-11","Запорізька","Запорізька","05498849","КНП ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","47.83937389","35.1117233","Чоловіча","40-64","Так","0","0","3","0","0"
"2020-04-11","Запорізька","Запорізька","05498849","КНП ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","47.83937389","35.1117233","Чоловіча","65+","Так","0","0","1","0","0"
"2020-04-11","Запорізька","Запорізька","39029713","КНП БЕРДЯНСЬКОЇ МІСЬКОЇ РАДИ БЕРДЯНСЬКЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ`ЄДНАННЯ","46.76097488","36.78688449","Жіноча","65+","Так","1","0","0","0","0"
"2020-04-11","Запорізька","Запорізька","41477873","ТОКМАЦЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ ІНТЕНСИВНОГО ЛІКУВАННЯ ТОКМАЦЬКОЇ МІСЬКОЇ РАДИ","47.25571333","35.70874081","Жіноча","40-64","Ні","1","0","1","0","0"
"2020-04-11","Запорізька","Запорізька","Самоізоляція",NULL,NULL,NULL,"Жіноча","0-5","Ні","2","0","0","0","0"
"2020-04-11","Запорізька","Запорізька","Самоізоляція",NULL,NULL,NULL,"Жіноча","06-17","Ні","0","0","2","0","0"
"2020-04-11","Запорізька","Запорізька","Самоізоляція",NULL,NULL,NULL,"Жіноча","18-39","Ні","3","0","6","0","0"
"2020-04-11","Запорізька","Запорізька","Самоізоляція",NULL,NULL,NULL,"Жіноча","40-64","Ні","2","0","5","0","0"
"2020-04-11","Запорізька","Запорізька","Самоізоляція",NULL,NULL,NULL,"Жіноча","40-64","Так","0","0","3","0","0"
"2020-04-11","Запорізька","Запорізька","Самоізоляція",NULL,NULL,NULL,"Жіноча","65+","Ні","1","0","1","0","0"
"2020-04-11","Запорізька","Запорізька","Самоізоляція",NULL,NULL,NULL,"Жіноча","65+","Так","1","0","1","0","0"
"2020-04-11","Запорізька","Запорізька","Самоізоляція",NULL,NULL,NULL,"Чоловіча","0-5","Ні","1","0","2","0","0"
"2020-04-11","Запорізька","Запорізька","Самоізоляція",NULL,NULL,NULL,"Чоловіча","06-17","Ні","2","0","3","0","0"
"2020-04-11","Запорізька","Запорізька","Самоізоляція",NULL,NULL,NULL,"Чоловіча","06-17","Так","0","0","1","0","0"
"2020-04-11","Запорізька","Запорізька","Самоізоляція",NULL,NULL,NULL,"Чоловіча","18-39","Ні","5","0","9","0","0"
"2020-04-11","Запорізька","Запорізька","Самоізоляція",NULL,NULL,NULL,"Чоловіча","40-64","Ні","1","0","7","0","0"
"2020-04-11","Запорізька","Запорізька","Самоізоляція",NULL,NULL,NULL,"Чоловіча","40-64","Так","0","0","4","0","0"
"2020-04-11","Запорізька","Запорізька","Самоізоляція",NULL,NULL,NULL,"Чоловіча","65+","Ні","1","0","1","0","0"
"2020-04-11","Запорізька","Запорізька","Самоізоляція",NULL,NULL,NULL,"Чоловіча","65+","Так","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993291","КНП ІВАНО-ФРАНКІВСЬКА ОБЛАСНА КЛІНІЧНА ІНФЕКЦІЙНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ","48.93880667","24.71933318","Жіноча","18-39","Ні","0","0","2","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993291","КНП ІВАНО-ФРАНКІВСЬКА ОБЛАСНА КЛІНІЧНА ІНФЕКЦІЙНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ","48.93880667","24.71933318","Жіноча","18-39","Так","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993291","КНП ІВАНО-ФРАНКІВСЬКА ОБЛАСНА КЛІНІЧНА ІНФЕКЦІЙНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ","48.93880667","24.71933318","Жіноча","40-64","Ні","0","0","6","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993291","КНП ІВАНО-ФРАНКІВСЬКА ОБЛАСНА КЛІНІЧНА ІНФЕКЦІЙНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ","48.93880667","24.71933318","Жіноча","65+","Ні","0","0","2","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993291","КНП ІВАНО-ФРАНКІВСЬКА ОБЛАСНА КЛІНІЧНА ІНФЕКЦІЙНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ","48.93880667","24.71933318","Чоловіча","18-39","Ні","0","0","3","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993291","КНП ІВАНО-ФРАНКІВСЬКА ОБЛАСНА КЛІНІЧНА ІНФЕКЦІЙНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ","48.93880667","24.71933318","Чоловіча","40-64","Ні","0","0","4","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993291","КНП ІВАНО-ФРАНКІВСЬКА ОБЛАСНА КЛІНІЧНА ІНФЕКЦІЙНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ","48.93880667","24.71933318","Чоловіча","65+","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993305","КНП ЦЕНТРАЛЬНА МІСЬКА КЛІНІЧНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ","48.915306","24.69655","Жіноча","40-64","Ні","0","0","3","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993305","КНП ЦЕНТРАЛЬНА МІСЬКА КЛІНІЧНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ","48.915306","24.69655","Чоловіча","18-39","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993305","КНП ЦЕНТРАЛЬНА МІСЬКА КЛІНІЧНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ","48.915306","24.69655","Чоловіча","40-64","Ні","0","0","2","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993305","КНП ЦЕНТРАЛЬНА МІСЬКА КЛІНІЧНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ","48.915306","24.69655","Чоловіча","65+","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993322","КНП МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 1 ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ","48.91243","24.70451","Жіноча","40-64","Ні","0","0","3","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993322","КНП МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 1 ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ","48.91243","24.70451","Жіноча","65+","Ні","0","0","3","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993322","КНП МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 1 ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ","48.91243","24.70451","Чоловіча","40-64","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993322","КНП МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 1 ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ","48.91243","24.70451","Чоловіча","65+","Ні","0","0","3","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993322","КНП МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 1 ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ","48.91243","24.70451","Чоловіча","65+","Так","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993428","КНП ГОРОДЕНКІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ГОРОДЕНКІВСЬКОЇ РАЙОННОЇ РАДИ","48.66444213","25.49197298","Жіноча","18-39","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993428","КНП ГОРОДЕНКІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ГОРОДЕНКІВСЬКОЇ РАЙОННОЇ РАДИ","48.66444213","25.49197298","Жіноча","40-64","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993428","КНП ГОРОДЕНКІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ГОРОДЕНКІВСЬКОЇ РАЙОННОЇ РАДИ","48.66444213","25.49197298","Жіноча","65+","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993457","КНП ДОЛИНСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ ДОЛИНСЬКОЇ РАЙОННОЇ РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","48.9723881","23.99236552","Чоловіча","18-39","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993457","КНП ДОЛИНСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ ДОЛИНСЬКОЇ РАЙОННОЇ РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","48.9723881","23.99236552","Чоловіча","40-64","Ні","0","0","5","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993457","КНП ДОЛИНСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ ДОЛИНСЬКОЇ РАЙОННОЇ РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","48.9723881","23.99236552","Чоловіча","65+","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993470","КНП ЛИСЕЦЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ТИСМЕНИЦЬКОЇ РАЙОННОЇ РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","48.867336","24.61329","Жіноча","40-64","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993546","КНП КОСІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КОСІВСЬКОЇ РАЙОННОЇ РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","48.32044747","25.1102829","Жіноча","40-64","Ні","0","0","2","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993546","КНП КОСІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КОСІВСЬКОЇ РАЙОННОЇ РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","48.32044747","25.1102829","Жіноча","65+","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993546","КНП КОСІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КОСІВСЬКОЇ РАЙОННОЇ РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","48.32044747","25.1102829","Чоловіча","18-39","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993575","КНП НАДВІРНЯНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ НАДВІРНЯНСЬКОЇ РАЙОННОЇ РАДИ","48.63107683","24.56030159","Жіноча","18-39","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993575","КНП НАДВІРНЯНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ НАДВІРНЯНСЬКОЇ РАЙОННОЇ РАДИ","48.63107683","24.56030159","Жіноча","40-64","Ні","0","0","7","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993575","КНП НАДВІРНЯНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ НАДВІРНЯНСЬКОЇ РАЙОННОЇ РАДИ","48.63107683","24.56030159","Жіноча","40-64","Так","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993575","КНП НАДВІРНЯНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ НАДВІРНЯНСЬКОЇ РАЙОННОЇ РАДИ","48.63107683","24.56030159","Жіноча","65+","Ні","0","0","3","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993575","КНП НАДВІРНЯНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ НАДВІРНЯНСЬКОЇ РАЙОННОЇ РАДИ","48.63107683","24.56030159","Жіноча","65+","Так","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993575","КНП НАДВІРНЯНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ НАДВІРНЯНСЬКОЇ РАЙОННОЇ РАДИ","48.63107683","24.56030159","Чоловіча","18-39","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993575","КНП НАДВІРНЯНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ НАДВІРНЯНСЬКОЇ РАЙОННОЇ РАДИ","48.63107683","24.56030159","Чоловіча","40-64","Ні","0","0","5","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993575","КНП НАДВІРНЯНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ НАДВІРНЯНСЬКОЇ РАЙОННОЇ РАДИ","48.63107683","24.56030159","Чоловіча","40-64","Так","0","0","3","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993575","КНП НАДВІРНЯНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ НАДВІРНЯНСЬКОЇ РАЙОННОЇ РАДИ","48.63107683","24.56030159","Чоловіча","65+","Ні","0","0","3","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993612","КНП РОЖНЯТІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ РОЖНЯТІВСЬКОЇ РАЙОННОЇ РАДИ","48.93395518","24.14787499","Жіноча","18-39","Ні","0","0","2","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993612","КНП РОЖНЯТІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ РОЖНЯТІВСЬКОЇ РАЙОННОЇ РАДИ","48.93395518","24.14787499","Чоловіча","18-39","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993612","КНП РОЖНЯТІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ РОЖНЯТІВСЬКОЇ РАЙОННОЇ РАДИ","48.93395518","24.14787499","Чоловіча","40-64","Ні","0","0","2","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993629","КНП ЗАБОЛОТІВСЬКОЇ СЕЛИЩНОЇ РАДИ ОБ`ЄДНАНОЇ ТЕРИТОРІАЛЬНОЇ ГРОМАДИ ``ЗАБОЛОТІВСЬКА РАЙОННА ЛІКАРНЯ``","48.46860352","25.28490982","Чоловіча","18-39","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","01993658","КНП ТЛУМАЦЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ТЛУМАЦЬКОЇ РАЙОННОЇ РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","48.8703","24.99412","Чоловіча","65+","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","02009637","КНП ІВАНО-ФРАНКІВСЬКИЙ ОБЛАСНИЙ ФТИЗІОПУЛЬМОНОЛОГІЧНИЙ ЦЕНТР ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ","48.911817","24.70794","Жіноча","40-64","Ні","0","0","3","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","02009637","КНП ІВАНО-ФРАНКІВСЬКИЙ ОБЛАСНИЙ ФТИЗІОПУЛЬМОНОЛОГІЧНИЙ ЦЕНТР ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ","48.911817","24.70794","Жіноча","65+","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","20551995","КНП МІСЬКИЙ КЛІНІЧНИЙ ПЕРИНАТАЛЬНИЙ ЦЕНТР ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ","48.9158209","24.7049671","Жіноча","18-39","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","24687786","КНП ІВАНО-ФРАНКІВСЬКИЙ ОБЛАСНИЙ ПЕРИНАТАЛЬНИЙ ЦЕНТР ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ","48.91609482","24.70575907","Жіноча","18-39","Так","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","25596594","КНП КОЛОМИЙСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КОЛОМИЙСЬКОЇ РАЙОННОЇ РАДИ","48.5240953","25.05586043","Жіноча","40-64","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","25596594","КНП КОЛОМИЙСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КОЛОМИЙСЬКОЇ РАЙОННОЇ РАДИ","48.5240953","25.05586043","Чоловіча","18-39","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","25596594","КНП КОЛОМИЙСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КОЛОМИЙСЬКОЇ РАЙОННОЇ РАДИ","48.5240953","25.05586043","Чоловіча","40-64","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","31575286","КОЛОМИЙСЬКА РАЙОННА ІНФЕКЦІЙНА ЛІКАРНЯ","48.5368372","25.04535753","Жіноча","18-39","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","31575286","КОЛОМИЙСЬКА РАЙОННА ІНФЕКЦІЙНА ЛІКАРНЯ","48.5368372","25.04535753","Жіноча","18-39","Так","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","31575286","КОЛОМИЙСЬКА РАЙОННА ІНФЕКЦІЙНА ЛІКАРНЯ","48.5368372","25.04535753","Жіноча","40-64","Ні","0","0","2","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","31575286","КОЛОМИЙСЬКА РАЙОННА ІНФЕКЦІЙНА ЛІКАРНЯ","48.5368372","25.04535753","Жіноча","40-64","Так","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","31575286","КОЛОМИЙСЬКА РАЙОННА ІНФЕКЦІЙНА ЛІКАРНЯ","48.5368372","25.04535753","Жіноча","65+","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","31575286","КОЛОМИЙСЬКА РАЙОННА ІНФЕКЦІЙНА ЛІКАРНЯ","48.5368372","25.04535753","Жіноча","65+","Так","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","31575286","КОЛОМИЙСЬКА РАЙОННА ІНФЕКЦІЙНА ЛІКАРНЯ","48.5368372","25.04535753","Чоловіча","40-64","Так","0","0","2","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","33271905","КНП РАЙОННА ЛІКАРНЯ КАЛУСЬКОЇ РАЙОННОЇ РАДИ","49.01953723","24.35284238","Жіноча","40-64","Ні","0","0","4","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","33271905","КНП РАЙОННА ЛІКАРНЯ КАЛУСЬКОЇ РАЙОННОЇ РАДИ","49.01953723","24.35284238","Жіноча","40-64","Так","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","33271905","КНП РАЙОННА ЛІКАРНЯ КАЛУСЬКОЇ РАЙОННОЇ РАДИ","49.01953723","24.35284238","Жіноча","65+","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","33271905","КНП РАЙОННА ЛІКАРНЯ КАЛУСЬКОЇ РАЙОННОЇ РАДИ","49.01953723","24.35284238","Жіноча","65+","Так","0","0","2","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","33271905","КНП РАЙОННА ЛІКАРНЯ КАЛУСЬКОЇ РАЙОННОЇ РАДИ","49.01953723","24.35284238","Чоловіча","40-64","Ні","0","0","3","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","33271905","КНП РАЙОННА ЛІКАРНЯ КАЛУСЬКОЇ РАЙОННОЇ РАДИ","49.01953723","24.35284238","Чоловіча","65+","Так","0","0","0","1","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","Самоізоляція",NULL,NULL,NULL,"Жіноча","06-17","Ні","0","1","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","Самоізоляція",NULL,NULL,NULL,"Жіноча","18-39","Ні","16","6","21","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","Самоізоляція",NULL,NULL,NULL,"Жіноча","40-64","Ні","26","18","72","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","Самоізоляція",NULL,NULL,NULL,"Жіноча","65+","Ні","7","1","15","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","Самоізоляція",NULL,NULL,NULL,"Жіноча","65+","Так","0","1","0","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","Самоізоляція",NULL,NULL,NULL,"Жіноча","Уточнюється","Ні","0","0","2","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","Самоізоляція",NULL,NULL,NULL,"Чоловіча","06-17","Ні","0","0","1","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","Самоізоляція",NULL,NULL,NULL,"Чоловіча","18-39","Ні","2","2","7","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","Самоізоляція",NULL,NULL,NULL,"Чоловіча","40-64","Ні","11","5","49","0","0"
"2020-04-11","Івано-Франківська","Івано-Франківська","Самоізоляція",NULL,NULL,NULL,"Чоловіча","65+","Ні","5","0","16","0","0"
"2020-04-11","Київська","Київська","01993701","КНП КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ КИЇВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ","50.4721263","30.46868889","Жіноча","0-5","Ні","0","0","1","0","0"
"2020-04-11","Київська","Київська","01994161","КНП ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКОЇ РАЙОННОЇ РАДИ, СІЛЬСЬКИХ РАД ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКОГО РАЙОНУ ТА ПЕРЕЯСЛАВСЬКОЇ МІСЬКОЇ РАДИ","50.06428088","31.44084952","Жіноча","40-64","Ні","1","0","0","0","0"
"2020-04-11","Київська","Київська","01994161","КНП ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКОЇ РАЙОННОЇ РАДИ, СІЛЬСЬКИХ РАД ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКОГО РАЙОНУ ТА ПЕРЕЯСЛАВСЬКОЇ МІСЬКОЇ РАДИ","50.06428088","31.44084952","Жіноча","65+","Ні","0","1","1","0","0"
"2020-04-11","Київська","Київська","01994161","КНП ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКОЇ РАЙОННОЇ РАДИ, СІЛЬСЬКИХ РАД ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКОГО РАЙОНУ ТА ПЕРЕЯСЛАВСЬКОЇ МІСЬКОЇ РАДИ","50.06428088","31.44084952","Чоловіча","18-39","Ні","1","2","2","0","0"
